,name,link,image,description,level_available,x_size,y_size
221,Gaung Tree,https://mysingingmonsters.fandom.com/wiki/Gaung_Tree,Gaung_Tree.png,Only the Gaung Tree has branches strong enough to support the weight of this ornate gong. Something to do with the unique metallurgic composition of the disc.,15,2,2
222,Monstrolympic Torch,https://mysingingmonsters.fandom.com/wiki/Monstrolympic_Torch,Monstrolympic_Torch.png,"One of the few surviving items other than the Conservatory, this Torch appears to lift Monsters' spirits and put them in a wishing mood whenever they're near. It possibly represents the first time that the magic of the Fire Element was used to create a Torch with powerful potential.",17,2,2
223,Simbull Tree,https://mysingingmonsters.fandom.com/wiki/Simbull_Tree,Simbull_Tree.png,"Is that a Clamble you spy? No, but it's thought that this sparsely-leaved but plate-plentiful plant is a different branch of the same family tree.",20,3,3
224,Clarinedge,https://mysingingmonsters.fandom.com/wiki/Clarinedge,Clarinedge.png,"This previously-unnamed plant used to thrive during the era of the Dawn of Fire. The hedge's growth resembles a tangle of clarinets, so in our infinite wisdom, we decided to call it Clarinedge. Aren't we clever?",level 22,3,3
225,Ottavine,https://mysingingmonsters.fandom.com/wiki/Ottavine,Ottavine.png,"The Ottavine is a distant ancestor of the Castanevine, and has a notorious reputation for being finnicky about its growing conditions. We'd call it high-strung, but highfalutin might be more appropriate.",24,2,2
226,Stone Drum,https://mysingingmonsters.fandom.com/wiki/Stone_Drum,Stone_Drum.png,"It doesn't take long for a persistent Monster to grab an unconventional object and turn it into an instrument! The Stone Drum is a perfect example of this... okay, maybe not a perfect example, but we liked how it went hand in hand with the Log Drum.",26,3,3
227,Strummy-ache,https://mysingingmonsters.fandom.com/wiki/Strummy-ache,Strummy-ache.png,"This unusual tripodal instrument sounds like a cross between a dulcimer and the rumbling, gurgling sounds a stomach makes when one is hungry. Hence the name Strummy-ache.",28,2,2
228,Conservatory Column Cast - 1/4,https://mysingingmonsters.fandom.com/wiki/Conservatory_Column_Cast_-_1/4,Conservatory_Column_Cast_-_1/4.png,"During the waning years of the Dawn of Fire, two Colossals were troubled, worrying that peace and stability in the Monster World couldn't last forever. While both believed that the best way to prepare for the future was to strengthen the musical abilities of the Singing Monsters, they disagree on how best to go about it.",30,3,3
229,Conservatory Column Cast - 2/4,https://mysingingmonsters.fandom.com/wiki/Conservatory_Column_Cast_-_2/4,Conservatory_Column_Cast_-_2/4.png,"One Colossal, known as Lanysta contended that individual training, conducted in a special environment and focused on honing each Monster's unique musical craft, was the answer. Lanysta found a deserted landmass and imbued it with its lifeforce to create the Colossingum, where Monsters could empower themselves to become better performers in the Conservatory.",30,3,3
230,Conservatory Column Cast - 3/4,https://mysingingmonsters.fandom.com/wiki/Conservatory_Column_Cast_-_3/4,Conservatory_Column_Cast_-_3/4.png,"This was later revealed to have been a timely decision, as it was not along after t-
(inscription missing)
-age was done, splintering the Continent into many pieces and signaling the end of the Dawn of Fire.",30,3,3
231,Conservatory Column Cast - 4/4,https://mysingingmonsters.fandom.com/wiki/Conservatory_Column_Cast_-_4/4,Conservatory_Column_Cast_-_4/4.png,"The other Colossal, known as Ahymnsa and inspired by the actions of their friend, chose another landmass to shift their power into, taking along a piece of the amber containing an important figure to act as the island's centerpiece. There, Ahymnsa created a prophecy that foretold of a time when Monsters singing together and being united in song would help to restore balance in the Monster World.",30,3,3
232,Waveform - Splashy Sunken Treasure,https://mysingingmonsters.fandom.com/wiki/Waveform_-_Splashy_Sunken_Treasure,Waveform_-_Splashy_Sunken_Treasure.png,"This special Decoration stands as a testament to our special Clubbox clout when you help Hype up the performance of Waveform! Outside of its duties as Autotuna, the T-Pirainha is an avid collector of artifacts and sunken treasure, some dating all the way back to the era of the Dawn of Fire!",TBA,3,3
233,Waveform - Flashy Geometric Visualizers,https://mysingingmonsters.fandom.com/wiki/Waveform_-_Flashy_Geometric_Visualizers,Waveform_-_Flashy_Geometric_Visualizers.png,"This special Decoration stands as a testament to our special Clubbox clout when you help Hype up the performance of Waveform! Initially created as visualizers for the sonic stability of Clubbox concerts, these floating geometric forms are cool enough to serve as entertainment in their own right!",TBA,3,3
234,Waveform - Steamy Holo Projections,https://mysingingmonsters.fandom.com/wiki/Waveform_-_Steamy_Holo_Projections,Waveform_-_Steamy_Holo_Projections.png,"This special Decoration stands as a testament to our special Clubbox clout when you help Hype up the performance of Waveform! If there's one thing that can be said about T-Pirainha and its cronies, it's that that their fasion sense is beyond compare — and these holograms are (not-quite solid) proof!",TBA,3,3
235,Pomily Family Band - M-Pop Centerpiece,https://mysingingmonsters.fandom.com/wiki/Pomily_Family_Band_-_M-Pop_Centerpiece,Pomily_Family_Band_-_M-Pop_Centerpiece.png,"This special Decoration stands as a testament to your Clubbox clout when you helped Hype up the performance of the Pomily Family Band! Each member of the Pomily is a star in its own right, but it's so much fun to see them all perform together!",Unknown,3,3
236,Pomily Family Band - Flower Centerpiece,https://mysingingmonsters.fandom.com/wiki/Pomily_Family_Band_-_Flower_Centerpiece,Pomily_Family_Band_-_Flower_Centerpiece.png,"This special Decoration stands as a testament to your Clubbox clout when you helped Hype up the performance of the Pomily Family Band! Flowers are the perfect expression of nature's beauty; for the Pomily, they also represent the power of peace and working together!",TBA,3,3
237,Pomily Family Band - Bubblegum Centerpiece,https://mysingingmonsters.fandom.com/wiki/Pomily_Family_Band_-_Bubblegum_Centerpiece,Pomily_Family_Band_-_Bubblegum_Centerpiece.png,This special Decoration stands as a testament to your Clubbox clout when you helped Hype up the performance of the Pomily Family Band! What better way to recognize the unique relationship between the Pomily and the different foods they eat than a multicolored monument to munchies?,TBA,3,3
238,BlitherPhish - Punk Skatepark,https://mysingingmonsters.fandom.com/wiki/BlitherPhish_-_Punk_Skatepark,BlitherPhish_-_Punk_Skatepark.png,"This special Decoration stands as a testament to your Clubbox clout when you helped Hype up the performance of BlitherPhish! Even if your Act is all about being tough and edgy, don't forget to be kind and appreciative of your adoring fans!",TBA,3,3
239,BlitherPhish - Mecha Manipulator,https://mysingingmonsters.fandom.com/wiki/BlitherPhish_-_Mecha_Manipulator,BlitherPhish_-_Mecha_Manipulator.png,This special Decoration stands as a testament to your Clubbox clout when you helped Hype up the performance of BlitherPhish! These impressive contraptions rival the technological might of the Clubbox itself - could they be related somehow?,TBA,3,3
